Title,Release Year,Locations,Fun Facts,Production Company,Distributor,Director,Writer,Actor 1,Actor 2,Actor 3,place_id
Looking Season 2 ep 205,2015,160 Church Street,,"Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,ChIJO10rCR5-j4ARV6v9ixf9hJU,EiYxNjAgQ2h1cmNoIFN0LCBNYXJ0aW5leiwgQ0EgOTQ1NTMsIFVTQSIbEhkKFAoSCaF1YT6vZYWAEcu0qWMougj1EKAB
Looking Season 2 ep 205,2015,1119 Alabama Street,,"Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,ChIJcWm4W0h-j4ARpmKEdSvlTvw
Looking Season 2 ep 206,2015,745 Treat Ave.,,"Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,ChIJoTmJ2Dl-j4ARVrm7RXiM2h0
Looking Season 2 ep 206,2015,1890 Clay Street,,"Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,ChIJp4NJfuqAhYARQhL2bCKtyH8
Looking Season 2 ep 206,2015,770 Haight Street,,"Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,ChIJ2aaGBqaAhYARJYfT0GP9sd0
Looking Season 2 ep 207,2015,770 Haight Street,,"Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,ChIJ2aaGBqaAhYARJYfT0GP9sd0
Looking Season 2 ep 207,2015,Delores Park,,"Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,ChIJp3CqeRd-j4ARYI0i8e_kGKY
Looking Season 2 ep 207,2015,"Valenti, Marini, Perata, 4840 Mission Street",,"Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,ChIJk0y9_oR-j4AR3yJ5Yv4JBKs
Looking Season 2 ep 207,2015,"Sparky's Diner, 242 Church Street",,"Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,ChIJd4vhhx5-j4AR4VH1vVskAMo
Looking Season 2 ep 208,2015,2450 Harrison Street,,"Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,ChIJMV0U2Tl-j4ARKXA-xpShbFE
Looking Season 2 ep 208,2015,1246 Folsom Street,,"Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,ChIJwV3MICh-j4AR4Rl5hFkxtDk
Looking Season 2 ep 208,2015,"Citizens Band, 1198 Folsom Street",,"Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,ChIJGfEtgIKAhYARNzk8R8vec8w
Looking Season 2 ep 208,2015,1111 California Street,,"Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,ChIJZZy0g5KAhYARN8K7fJpaJIE
Looking Season 2 ep 208,2015,950 Mason Street,,"Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,ChIJOfjAHY2AhYAR1sonFlpinDw
Looking Season 2 ep 209,2015,"SF Zoo, 2945 Sloat Blvd",,"Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,ChIJjaIC83F9j4AR1z3B225I_XU
Looking Season 2 ep 209,2015,1246 Folsom Street,,"Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,ChIJwV3MICh-j4AR4Rl5hFkxtDk
Looking Season 2 ep 209,2015,68 Division Street,,"Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,ChIJv7UIIS1-j4ARFbgE88hzLlU
Looking Season 2 ep 209,2015,8 Octavia Street,,"Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,ChIJm1Lpj5-AhYARHacuyGlTkgo
Looking Season 2 ep 209,2015,1890 Clay Street,,"Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,ChIJp4NJfuqAhYARQhL2bCKtyH8
Looking Season 2 ep 209,2015,"Tonga Room, Fairmont Hotel, 950 Mason Street",,"Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,ChIJVTDVGo2AhYAR-VqNHqJfX-8
Looking Season 2 ep 209,2015,"Muddy Waters, 521 Valencia Street",,"Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,ChIJHUI7VyJ-j4AR_EMCPNPpgKU
Looking Season 2 ep 209,2015,"Mission Arts Center, 2450 Harrison Street",,"Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,ChIJF_JAG5yAhYARzm-uN-kzGXU,ChIJp-CU8WZ-j4ARqlf5i9nhu2E
Looking Season 2 ep 210,2015,8 Octavia Street,,"Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,ChIJm1Lpj5-AhYARHacuyGlTkgo
Looking Season 2 ep 210,2015,BART Station @ 16th Street & Mission Streets,,"Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,ChIJCRkNnyN-j4ARSZm-jwfU2f0
Looking Season 2 ep 210,2015,67 Deming Street,,"Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,ChIJIdm5vQB-j4ARUlvjvoEFWCI
Looking Season 2 ep 210,2015,Twin Peaks Park,,"Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,ChIJt3HwrOJ9j4ARbW6uAcmhz7I
Looking Season 2 ep 210,2015,"Vega Coffee, 1245 Folsom Street",,"Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,ChIJG_bIJih-j4ARxqBUWrFtz-c
Looking Season 2 ep 210,2015,SF City Hall Polk Street Steps,,"Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,ChIJY-bqepmAhYARSk9Xg_9tcLI
Looking Season 2 ep 210,2015,Mission Street @ 22nd Street,,"Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,EjJNaXNzaW9uIFN0ICYgMjJuZCBTdCwgU2FuIEZyYW5jaXNjbywgQ0EgOTQxMTAsIFVTQSJmImQKFAoSCYEb2Cs_fo-AEX74URiTxB8AEhQKEgmBG9grP36PgBF--FEYk8QfABoUChIJ88oVtGh-j4ARQWoVidksYxQaFAoSCSuzm_E3fo-AEVz9qc8V06xQIgoNDwaBFhWPYAi3
Looking Season 2 ep 210,2015,"Willy's Barber shop, 3227 22nd Street",,"Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,ChIJ0es3Jz9-j4AR6vu3bWikt9Q
Looking Season 2 ep 210,2015,"Mission Rec Center, 2450 Harrison Street",,"Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,ChIJF_JAG5yAhYARzm-uN-kzGXU
Love & Taxes,2014,The Marsh Theatre (1062 Valencia Street),,Bad Company Films,,Jacob Kornbluth,Jacob Kornbluth,Jacob Kornbluth,,,ChIJS5mD9j5-j4ARR3iUw_J8sVY
Love & Taxes,2014,20 Hill Street,,Bad Company Films,,Jacob Kornbluth,Jacob Kornbluth,Jacob Kornbluth,,,ChIJtX6Zbz5-j4ARQKAqyDGy6e8,EiQyMCBIaWxsIFN0LCBEYWx5IENpdHksIENBIDk0MDE0LCBVU0EiGhIYChQKEglxunk3DXyPgBEQmYRkIS6b1hAU,ChIJP3gJUKaAj4AR6ULGJ4Ows_M,ChIJBV4wFTd-j4ARVNv1DcunhVs
Love & Taxes,2014,198 Gough Street,,Bad Company Films,,Jacob Kornbluth,Jacob Kornbluth,Jacob Kornbluth,,,ChIJlc2MPp-AhYARMpWKRrNU_h0
Magnum Force,1973,Cost Plus World Market (2552 Taylor Street),,The Malpaso Company,Warner Bros. Pictures,Ted Post,John Milius,Clint Eastwood,Hal Holbrook,Mitchell Ryan,ChIJc6-plOSAhYARMnrj-zxs16Y
Magnum Force,1973,Vermont Street between 20th and 22nd Streets,,The Malpaso Company,Warner Bros. Pictures,Ted Post,John Milius,Clint Eastwood,Hal Holbrook,Mitchell Ryan,ChIJdZA0ojV-j4AR3fv2Vtt5yO8
Magnum Force,1973,San Francisco International Airport,SFO has a museum dedicated to aviation history. ,The Malpaso Company,Warner Bros. Pictures,Ted Post,John Milius,Clint Eastwood,Hal Holbrook,Mitchell Ryan,ChIJVVVVVYx3j4ARP-3NGldc8qQ
Magnum Force,1973,San Francisco Drydock (20th and Illinois Streets),,The Malpaso Company,Warner Bros. Pictures,Ted Post,John Milius,Clint Eastwood,Hal Holbrook,Mitchell Ryan,ChIJ-8w9ntCAhYAR5LSwWzF3i1o
Magnum Force,1973,"Pacific Heights Towers (2200 Sacramento Street, Pacific Heights)",,The Malpaso Company,Warner Bros. Pictures,Ted Post,John Milius,Clint Eastwood,Hal Holbrook,Mitchell Ryan,ChIJv7SWK8GAhYARpstdnL1mPpA
Magnum Force,1973,"Lefty O' Doul Drawbridge/ 3rd Street Bridge (3rd Street, China Basin)","This is SF's only drawbridge, and was named after Francis Joseph ""Lefty"" O'Doul, a local baseball hero.",The Malpaso Company,Warner Bros. Pictures,Ted Post,John Milius,Clint Eastwood,Hal Holbrook,Mitchell Ryan
Magnum Force,1973,Hall of Justice (850 Bryant Street),,The Malpaso Company,Warner Bros. Pictures,Ted Post,John Milius,Clint Eastwood,Hal Holbrook,Mitchell Ryan,ChIJvfsRRCp-j4ARgKswsubZskc
Magnum Force,1973,Golden Gate Bridge,"With 23 miles of ladders and 300,000 rivets in each tower, the Golden Gate Bridge was the world's longest span when it opened in 1937.",The Malpaso Company,Warner Bros. Pictures,Ted Post,John Milius,Clint Eastwood,Hal Holbrook,Mitchell Ryan,ChIJw____96GhYARCVVwg5cT7c0
Magnum Force,1973,"Fairmont Hotel (950 Mason Street, Nob Hill)","In 1945 the Fairmont hosted the United Nations Conference on International Organization as delegates arrived to draft a charter for the organization. The U.S. Secretary of State, Edward Stettinius drafted the charter in the hotel's Garden Room.",The Malpaso Company,Warner Bros. Pictures,Ted Post,John Milius,Clint Eastwood,Hal Holbrook,Mitchell Ryan,ChIJN2S4EI2AhYAR9J4Qeh1U8Aw
Magnum Force,1973,Embarcadero Freeway,demolished,The Malpaso Company,Warner Bros. Pictures,Ted Post,John Milius,Clint Eastwood,Hal Holbrook,Mitchell Ryan,ChIJ0ddkIdiGj4ARdbhmjb_nkhY
Magnum Force,1973,City Hall,"The dome of SF's City Hall is almost a foot taller than that of the US Capitol Building. In 1954, Joe DiMaggio and Marilyn Monroe married at the Beaux Arts-style building.",The Malpaso Company,Warner Bros. Pictures,Ted Post,John Milius,Clint Eastwood,Hal Holbrook,Mitchell Ryan,ChIJY-bqepmAhYARSk9Xg_9tcLI,ChIJx0IToLGAj4ARDZRy0wE53Aw,ChIJk0BNgYKChYAR07s__gj4Mkk,ChIJfW9lsm18j4ARlqMzd3GMyew,ChIJHzlSglOEhYARe0AYeMHI1OU,ChIJD68LHxV-hYARbrsIqUJ5v5U,ChIJad3vsFB8j4AR4n-DSE55y6M,ChIJA5jJW0Z4j4ARIbEdb5Pe8t0,ChIJWcg3frGahYARBqZdudAziLQ,ChIJuRZzQYaahYARaPsRcV6pjUY,ChIJ_____yOBj4ARdytYLUBelnI,ChIJq6oaapl-hYAR-xPtXYFCmBo,ChIJFwZtiPB7j4ARnNdxTNWXqzE,ChIJqw8_rIuEhYARzrA5ddcrjbY,ChIJV3vgraZ3j4ARMkp7967XN6w,ChIJ87ubltl5j4ARqSpzSfkE93g,ChIJezVrjzJ5hYARrrwGFehstHY,ChIJbdxdj_N9j4ARpb2vZRn0b-8,ChIJuVRboWSHj4ARTiAZK_acZY8,ChIJN-eISFV6j4ARzKWY-TOJZlE
Magnum Force,1973,Broadway Tunnel (Russian Hill),,The Malpaso Company,Warner Bros. Pictures,Ted Post,John Milius,Clint Eastwood,Hal Holbrook,Mitchell Ryan,EixSb2JlcnQgQyBMZXZ5IFR1bm5lbCwgU2FuIEZyYW5jaXNjbywgQ0EsIFVTQSJIKkYKFAoSCV1tL9PtgIWAEd7UvhQQoNspEhQKEgl1loIa5oCFgBHFaVw1OBoD5xoYCgoNGUCHFhV2ZAi3EgoNhGeHFhW-hQm3
Magnum Force,1973,280 Freeway at Pennsylvania and Mariposa Streets,,The Malpaso Company,Warner Bros. Pictures,Ted Post,John Milius,Clint Eastwood,Hal Holbrook,Mitchell Ryan,EjxQZW5uc3lsdmFuaWEgQXZlICYgTWFyaXBvc2EgU3QsIFNhbiBGcmFuY2lzY28sIENBIDk0MTA3LCBVU0EiZiJkChQKEgmLhVsQyX-PgBFpY86RbTkVYRIUChIJi4VbEMl_j4ARaWPOkW05FWEaFAoSCelndiC3f4-AEef5fXEqNXfJGhQKEgn3eaZYy3-PgBEXOrFKw_l4VCIKDe5VghYV9jEMtw
Magnum Force,1973,2190 Washington Street (Pacific Heights),,The Malpaso Company,Warner Bros. Pictures,Ted Post,John Milius,Clint Eastwood,Hal Holbrook,Mitchell Ryan,ChIJpyDpUMGAhYARzt3In3mkSEE
Magnum Force,1973,18th Street Overpass (Potrero Hill),,The Malpaso Company,Warner Bros. Pictures,Ted Post,John Milius,Clint Eastwood,Hal Holbrook,Mitchell Ryan,Eh8xOHRoIFN0LCBTYW4gRnJhbmNpc2NvLCBDQSwgVVNBIkgqRgoUChIJpwMlBjt-j4ARLDaNk1MtXzoSFAoSCeeAXc7Kf4-AEdyVRyDFhGKAGhgKCg2K24EWFRM-CrcSCg2eoIIWFbdHDbc
Marnie,1964,"On Board the SS President Cleveland, docked at Pier 50",,Universal Pictures,Universal Pictures,Alfred Hitchcock,Jay Presson Allen,Tippi Hedren,Sean Connery,Martin Gabel
Maxie,1985,"Asian Art Museum (200 Larkin Street, Civic Center)",The Dalai Lama opened an exhibition on Wisdom and Compassion at the museum in 1991.,Elsboy Entertainment,Orion Pictures Corporation,Paul Aaron,Patricia Resnick,Glenn Close,Mandy Patinkin,Ruth Gordon,ChIJkQQVTZqAhYARHxPt2iJkm1Q
Maxie,1985,Grace Cathedral Episcopal Church (1100 California Street),Grace Cathedral Episcopal Church is the West Coast's largest Episcopalian cathedral.,Elsboy Entertainment,Orion Pictures Corporation,Paul Aaron,Patricia Resnick,Glenn Close,Mandy Patinkin,Ruth Gordon,ChIJg2Kun5KAhYARg0g3AF1jbQQ
Maxie,1985,"722 Steiner Street (Postcard Row, Alamo Square, Hayes Valley)",The 6 Victorian homes across from Alamo Square Park are among the few Victorians to survive the Great Fire.,Elsboy Entertainment,Orion Pictures Corporation,Paul Aaron,Patricia Resnick,Glenn Close,Mandy Patinkin,Ruth Gordon,ChIJuX92JKWAhYARxVmeb8DQIYQ
Memoirs of an Invisible Man,1992,St. Elizabeth Apartment House (901 Powell Street at Sacramento),,Warner Bros. Pictures,Warner Bros. Pictures,John Carpenter,Robert Collector,Chevy Chase,Daryl Hannah,Sam Neill
Metro,1997,Bush Street at Jones,,Touchstone Pictures,Buena Vista Pictures,Thomas Carter,Randy Feldman,Eddie Murphy,,,EjBCdXNoIFN0ICYgSm9uZXMgU3QsIFNhbiBGcmFuY2lzY28sIENBIDk0MTA5LCBVU0EiZiJkChQKEglHFEFskoCFgBHNxdEfwBOMBRIUChIJRxRBbJKAhYARzcXRH8ATjAUaFAoSCdkzPnKVgIWAET8W_MlOf3VBGhQKEgkbBxAO7YCFgBGWkzRc7hmEJCIKDeQ5hhYV2SQJtw
Midnight Lace,1960,"Fairmont Hotel (950 Mason Street, Nob Hill)","In 1945 the Fairmont hosted the United Nations Conference on International Organization as delegates arrived to draft a charter for the organization. The U.S. Secretary of State, Edward Stettinius drafted the charter in the hotel's Garden Room.",Arwin Productions,Universal Pictures,David Miller,Ivan Goff,Doris Day,Rex Harrison,John Gavin,ChIJN2S4EI2AhYAR9J4Qeh1U8Aw
Milk,2008,Duboce Park,,Focus Features,Focus Features,Gus Van Sant,Dustin Lance Black,Sean Penn,Emile Hirsch,,ChIJc1vV0x1-j4ARZCxeK7peGnE
Milk,2008,City Hall,"The dome of SF's City Hall is almost a foot taller than that of the US Capitol Building. In 1954, Joe DiMaggio and Marilyn Monroe married at the Beaux Arts-style building.",Focus Features,Focus Features,Gus Van Sant,Dustin Lance Black,Sean Penn,Emile Hirsch,,ChIJY-bqepmAhYARSk9Xg_9tcLI,ChIJx0IToLGAj4ARDZRy0wE53Aw,ChIJk0BNgYKChYAR07s__gj4Mkk,ChIJfW9lsm18j4ARlqMzd3GMyew,ChIJHzlSglOEhYARe0AYeMHI1OU,ChIJD68LHxV-hYARbrsIqUJ5v5U,ChIJad3vsFB8j4AR4n-DSE55y6M,ChIJA5jJW0Z4j4ARIbEdb5Pe8t0,ChIJWcg3frGahYARBqZdudAziLQ,ChIJuRZzQYaahYARaPsRcV6pjUY,ChIJ_____yOBj4ARdytYLUBelnI,ChIJq6oaapl-hYAR-xPtXYFCmBo,ChIJFwZtiPB7j4ARnNdxTNWXqzE,ChIJqw8_rIuEhYARzrA5ddcrjbY,ChIJV3vgraZ3j4ARMkp7967XN6w,ChIJ87ubltl5j4ARqSpzSfkE93g,ChIJezVrjzJ5hYARrrwGFehstHY,ChIJbdxdj_N9j4ARpb2vZRn0b-8,ChIJuVRboWSHj4ARTiAZK_acZY8,ChIJN-eISFV6j4ARzKWY-TOJZlE
Milk,2008,Chinatown,"First established in the mid-19th Century, SF's Chinatown is the oldest and largest Chinatown in the US.",Focus Features,Focus Features,Gus Van Sant,Dustin Lance Black,Sean Penn,Emile Hirsch,,ChIJ4Vm0jLWAj4AR5HKQtIThMT0
Milk,2008,424 Sansome Street,,Focus Features,Focus Features,Gus Van Sant,Dustin Lance Black,Sean Penn,Emile Hirsch,,Eiw0MjQgU2Fuc29tZSBTdCwgU2FuIEZyYW5jaXNjbywgQ0EgOTQxMTEsIFVTQSIbEhkKFAoSCWkIcdVhgIWAER3BLkUOKgYjEKgD
Milk,2008,29th and Dolores Street,,Focus Features,Focus Features,Gus Van Sant,Dustin Lance Black,Sean Penn,Emile Hirsch,,EjJEb2xvcmVzIFN0ICYgMjl0aCBTdCwgU2FuIEZyYW5jaXNjbywgQ0EgOTQxMTAsIFVTQSJmImQKFAoSCd8zuChofo-AEbsv8f0MUFIxEhQKEgnfM7goaH6PgBG7L_H9DFBSMRoUChIJ6Zfx6hV-j4ARp10ZoiH1QmsaFAoSCT-wYBhpfo-AER5Glaqz3MTeIgoNlkB_FhU-hwe3
Milk,2008,El Camino Del Mar,,Focus Features,Focus Features,Gus Van Sant,Dustin Lance Black,Sean Penn,Emile Hirsch,,ChIJj3aGhKyHhYARvnHQRuGlZPk
Milk,2008,Treasure Island,"An artificial island, Treasure Island was created for the 1939 Golden Gate International Exposition, and is named after the novel by Robert Louis Stevenson, a one-time San Francisco resident.",Focus Features,Focus Features,Gus Van Sant,Dustin Lance Black,Sean Penn,Emile Hirsch,,ChIJCWr8ITOAhYAR3oQ9G7Vgt9o
Milk,2008,Market & Castro Street,"From 1910-1920 the Castro was called ""Little Scandinavia"" because of its high concentration of residents of Scandinavian ancestry.",Focus Features,Focus Features,Gus Van Sant,Dustin Lance Black,Sean Penn,Emile Hirsch,,EjNNYXJrZXQgU3QgJiBDYXN0cm8gU3QsIFNhbiBGcmFuY2lzY28sIENBIDk0MTE0LCBVU0EiZiJkChQKEgkNNJirHH6PgBFNz72LWG5AdRIUChIJDTSYqxx-j4ARTc-9i1huQHUaFAoSCVty7tcLfo-AEXw3UVLUdJwGGhQKEgn19MDDEX6PgBGgb-i_Ensi5yIKDQEfghYVkN4Ftw,ChIJW3Lu1wt-j4ARfDdRUtR0nAY
Milk,2008,Marine Fireman's Union Headquarters,,Focus Features,Focus Features,Gus Van Sant,Dustin Lance Black,Sean Penn,Emile Hirsch,,ChIJH5Hv9nyAhYARR8TUNWRNYJE
Milk,2008,Lower Haight Street,,Focus Features,Focus Features,Gus Van Sant,Dustin Lance Black,Sean Penn,Emile Hirsch,,ChIJVZ6oHKaAhYAR7nvlwWEZajE,ChIJSXO5aKaAhYARZw1bZloQQYQ,ChIJx4JUxqaAhYARck8UGIUZLBk,ChIJJRjRyaaAhYARHuLbeupdFNk,ChIJ42VA66aAhYARFCTxFHp3gg4,ChIJvQIs66aAhYARSAzaKwPpRPQ,ChIJ70Xwz6aAhYARmM82do-7NEM,ChIJGYhflaaAhYAR0SE5Rp7IDNI,ChIJt0lVzKaAhYARw4L_ZiLTguk,ChIJcW08x6aAhYAR_JT1MuLYVUg,ChIJgah4va73MhURL0fQs7yYvrU,ChIJmVftaKaAhYAR_ibwh3Du7ho,ChIJtVCb8qaAhYAR1Kx6Op3Exbg,ChIJ7_icA6aAhYARtjILj4nK2dg,ChIJl7WTv6aAhYAR-PflVqm6yoY,ChIJrfDTlKaAhYAReL9m7d1ytmg,ChIJKaSmiaaAhYARxLzGTqRCanI,ChIJ10yXzqaAhYARBpLBwHirEMs,ChIJoRtRv6aAhYARyu0Z7MrFBWk,ChIJa0NrNa-AhYARUai3K6lQHO0
Pushing Dead,2016,1069 Tennessee Street,,"Pushing Dead , LLC",TBD,Tom Brown,Tom Brown,Danny Glover,James Roday,Robin Weigert,ChIJYz_N7bl_j4ARAbU0RWFvoD0
Milk,2008,Grace Cathedral Episcopal Church (1100 California Street),Grace Cathedral Episcopal Church is the West Coast's largest Episcopalian cathedral.,Focus Features,Focus Features,Gus Van Sant,Dustin Lance Black,Sean Penn,Emile Hirsch,,ChIJg2Kun5KAhYARg0g3AF1jbQQ
Milk,2008,Golden Gate Bridge,"With 23 miles of ladders and 300,000 rivets in each tower, the Golden Gate Bridge was the world's longest span when it opened in 1937.",Focus Features,Focus Features,Gus Van Sant,Dustin Lance Black,Sean Penn,Emile Hirsch,,ChIJw____96GhYARCVVwg5cT7c0
Mission (aka City of Bars),2001,"The 500 Club (500 Guerrero Street, Mission District)",,NA,NA,Loren Marsh,Loren Marsh,Chris Coburn,,,ChIJ0xJtgiJ-j4AR3ElfnuN_y88
Mission (aka City of Bars),2001,Mission Dolores Park (Mission District),"The two land plots that comprise the Park were used as a Jewish cemetery until 1894 when San Francisco prohibited all burials within city limits. The graves were moved to Colma, CA.",NA,NA,Loren Marsh,Loren Marsh,Chris Coburn,,,ChIJp3CqeRd-j4ARYI0i8e_kGKY
Mona Lisa Smile,2003,,,Revolution Studios,Columbia Pictures,Mike Newell,Lawrence Konner,Julia Roberts,Kirsten Dunst,,None
Mother,1996,Golden Gate Bridge,"With 23 miles of ladders and 300,000 rivets in each tower, the Golden Gate Bridge was the world's longest span when it opened in 1937.",Paramount Pictures,Paramount Pictures,Albert Brooks,Albert Brooks,Albert Brooks,Debbie Reynolds,,ChIJw____96GhYARCVVwg5cT7c0
Mother,1996,"Fairmont Hotel (950 Mason Street, Nob Hill)","In 1945 the Fairmont hosted the United Nations Conference on International Organization as delegates arrived to draft a charter for the organization. The U.S. Secretary of State, Edward Stettinius drafted the charter in the hotel's Garden Room.",Paramount Pictures,Paramount Pictures,Albert Brooks,Albert Brooks,Albert Brooks,Debbie Reynolds,,ChIJN2S4EI2AhYAR9J4Qeh1U8Aw
Mrs. Doubtfire,1993,1200 Washington Street at Taylor Street,,Twentieth Century Fox Film Corporation,Twentieth Century Fox Film Corporation,Chris Columbus,Randi Mayem Singer,Robin Williams,Sally Field,Pierce Brosnan,ChIJA2tdZu2AhYAR-Rj2_AWd5j8
Mrs. Doubtfire,1993,Hancock School (940 Filbert Street),,Twentieth Century Fox Film Corporation,Twentieth Century Fox Film Corporation,Chris Columbus,Randi Mayem Singer,Robin Williams,Sally Field,Pierce Brosnan,ChIJFQPEvO-AhYARJam1FCB_ZMI,ChIJL-Vp0faAhYARAW7WTvuPpwI
Mrs. Doubtfire,1993,Danilo's Bakery (Green Street & Bannam Place),,Twentieth Century Fox Film Corporation,Twentieth Century Fox Film Corporation,Chris Columbus,Randi Mayem Singer,Robin Williams,Sally Field,Pierce Brosnan,ChIJ85b9WfGAhYARn6zkwXtC87o
Mrs. Doubtfire,1993,Chrissy Field,Chrissy Field was originally an airfield for the Presidio Army Base. ,Twentieth Century Fox Film Corporation,Twentieth Century Fox Film Corporation,Chris Columbus,Randi Mayem Singer,Robin Williams,Sally Field,Pierce Brosnan,ChIJVbMlhdyGhYARADaqASKRFVs
Mrs. Doubtfire,1993,520-522A Green Street at Grant Street,,Twentieth Century Fox Film Corporation,Twentieth Century Fox Film Corporation,Chris Columbus,Randi Mayem Singer,Robin Williams,Sally Field,Pierce Brosnan,ChIJf1D8WfGAhYAR8aYnBegF3PQ
Mrs. Doubtfire,1993,516 Green Street,,Twentieth Century Fox Film Corporation,Twentieth Century Fox Film Corporation,Chris Columbus,Randi Mayem Singer,Robin Williams,Sally Field,Pierce Brosnan,ChIJN90PWvGAhYAR5cafAWq4OkA
Mrs. Doubtfire,1993,100 Embarcadero Street,,Twentieth Century Fox Film Corporation,Twentieth Century Fox Film Corporation,Chris Columbus,Randi Mayem Singer,Robin Williams,Sally Field,Pierce Brosnan,EjIxMDAgRW1iYXJjYWRlcm8gTiBTdCwgU2FuIEZyYW5jaXNjbywgQ0EgOTQxMzMsIFVTQSIaEhgKFAoSCXeBaAPjgIWAEWTiSIMGAm0bEGQ,ChIJkax3wGaAhYARgqpeNBuv-Z8,EisxMDAgRW1iYXJjYWRlcm8gU3QsIE1hcnRpbmV6LCBDQSA5NDU1MywgVVNBIhoSGAoUChIJJU2dNpBvhYAREyHBFZYT1w8QZA
"Murder in the First, Season 1",2014,1821 Alabama Street,,Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,ChIJ7cKNVVB-j4ARDeuPlslYuuE
"Murder in the First, Season 1",2014,Hall of Justice (850 Bryant Street),,Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,ChIJvfsRRCp-j4ARgKswsubZskc
"Murder in the First, Season 1",2014,Cameron House (920 Sacramento Street),,Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,ChIJ4alnlYyAhYARftggn4nG9Q4
