Title,Release Year,Locations,Fun Facts,Production Company,Distributor,Director,Writer,Actor 1,Actor 2,Actor 3,place_id
"Murder in the First, Season 1",2014,504 Broadway,,Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,ChIJoelRZ_SAhYARsM6wW_iw6bw,EiU1MDQgQnJvYWR3YXksIE1pbGxicmFlLCBDQSA5NDAzMCwgVVNBIhsSGQoUChIJny5QCqR3j4ARIoi-L_8xWmMQ-AM,EiQ1MDQgQnJvYWR3YXksIE9ha2xhbmQsIENBIDk0NjA3LCBVU0EiGxIZChQKEgkb7JTHt4CPgBHpbaKI3LOzyRD4Aw
"Murder in the First, Season 1",2014,9 Calhoun Terrace,,Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,ChIJW6ywePaAhYARu50avVLQuxU
"Murder in the First, Season 1",2014,AT&T Park,,Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,ChIJ_T25cNd_j4ARehGmHe0pT84
"Murder in the First, Season 1",2014,Berry Street between 3rd and 4th Streets,,Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,ChIJdQfz0dZ_j4AR0eK1uTOUYgc
"Murder in the First, Season 1",2014,Kearny Street between Broadway and Pacific Avenue,,Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,ChIJrTJe7vSAhYARltiSn5JCFgk
"Murder in the First, Season 1",2014,731 Grant Avenue,,Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,ChIJOwokZouAhYARrt0IPwQNE0E
"Murder in the First, Season 1",2014,Waverly Alley between Grant and Sacramento Streets,,Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale
"Murder in the First, Season 1",2014,Joice Street at Clay Street,,Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,EjBDbGF5IFN0ICYgSm9pY2UgU3QsIFNhbiBGcmFuY2lzY28sIENBIDk0MTA4LCBVU0EiZiJkChQKEgl_VuPIjICFgBFNey_e1dkkmBIUChIJf1bjyIyAhYARTXsv3tXZJJgaFAoSCZl-gBrBgIWAEaM7ACldMJMCGhQKEgkHl7SSjICFgBHT98vj3g_zIyIKDZTmhhYV1ekJtw
"Murder in the First, Season 1",2014,Palace of Fine Arts (3301 Lyon Street),,Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,ChIJRb6WFtWGhYARLN9EOlXR2JI
"Murder in the First, Season 1",2014,800 Bay Street,,Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,ChIJxx_CzeaAhYARoR6eJYC301w
"Murder in the First, Season 1",2014,1201 Columbus Avenue,,Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,ChIJA0XMBOSAhYARlh-9ymDR3Co
"Murder in the First, Season 1",2014,Pier 45,The famous Musee Mecanique is located on Pier 45,Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,ChIJfex7N-KAhYARR4p2yaCyq3g,ChIJuVagq-OAhYARNVkIZXeHakQ,ChIJe0eiosd_j4AR69nUUxEbOXI,ChIJrR8qEeKAhYARYs0j8sIAAhM,ChIJCQAzVOKAhYARuOpiALmomu0,ChIJBQ1wQeKAhYARjpio3oQ4s64,ChIJR3tgUOKAhYARqS7NZ7xDM44
"Murder in the First, Season 1",2014,369 Embarcadero,,Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,ChIJ3ZE7HXCAhYARUHTCtru14sI
"Murder in the First, Season 1",2014,Dolores Park,,Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,ChIJp3CqeRd-j4ARYI0i8e_kGKY
"Murder in the First, Season 1",2014,24th Street between Folsom and Harrison Streets,,Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale
"Murder in the First, Season 1",2014,13 Lucky Street,,Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,ChIJc2_wLUZ-j4AR4QXTPt7lQIE
"Murder in the First, Season 1",2014,1541 Grove Street,,Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,ChIJgV9oDrKAhYAR7AF5Ylc8iSk,EjcxNTQxIE1hcnRpbiBMdXRoZXIgS2luZyBKciBXYXksIEJlcmtlbGV5LCBDQSA5NDcwOSwgVVNBIhsSGQoUChIJXTs1fqR-hYARy6_CeRMdrEAQhQw
"Murder in the First, Season 1",2014,Ida B. Wells High School (1099 Hayes Street),"Ida B. Wells High School is named after the African-American journalist, suffragist and early leader in the Civil Rights Movement Ida B. Wells",Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,ChIJAyZvbaWAhYAR33Up29ygNmM
"Murder in the First, Season 1",2014,Alamo Square Park,,Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,ChIJ5RdoUKWAhYARFfoSJGdFS5c
"Murder in the First, Season 1",2014,50 California Street,,Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,ChIJ1Uvca2GAhYARlcN2Q_OiIU4
"Murder in the First, Season 1",2014,373 Columbus Avenue,,Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,ChIJF5J07fOAhYARsa8bgpnemU4
"Murder in the First, Season 1",2014,350 Union Street,,Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,ChIJazdIkfaAhYARXqE_y0hCJyE
"Murder in the First, Season 2",2015,Potrero Hill Recreation Center (801 Arkansas Street),,Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,ChIJdUEEFLR_j4ARHo6_zTIvyuY
"Murder in the First, Season 2",2015,1243 19th Street,,Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,ChIJQcCK8Ml_j4ARAeIMG8BjVwI
"Murder in the First, Season 2",2015,372/374 Pennsylvania Avenue ,,Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,EjczNzQgUGVubnN5bHZhbmlhIEF2ZSAjMzcyLCBTYW4gRnJhbmNpc2NvLCBDQSA5NDEwNywgVVNBIh8aHQoWChQKEgljc4rFyX-PgBHUMmkvXFC3ixIDMzcy
"Murder in the First, Season 2",2015,Stevenson Alley,,Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,ChIJ02o2eYOAhYAROO9cY_FLoKI
"Murder in the First, Season 2",2015,901 Missouri Street,,Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,ChIJwWq-V7F_j4ARcQVhQvHeEaI
"Murder in the First, Season 2",2015,83 Watchman Way,,Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,Ei04MyBXYXRjaG1hbiBXYXksIFNhbiBGcmFuY2lzY28sIENBIDk0MTA3LCBVU0EiGhIYChQKEgk72QlasX-PgBG8siWareVhExBT
"Murder in the First, Season 2",2015,1059 Texas Street,,Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,EisxMDU5IFRleGFzIFN0LCBTYW4gRnJhbmNpc2NvLCBDQSA5NDEwNywgVVNBIhsSGQoUChIJ21eRlrF_j4ARNFt1qDCrg4UQowg
"Murder in the First, Season 2",2015,Sue Bierman Park,,Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,ChIJJdhU9k2HhYARiq91XhmsfX8
"Murder in the First, Season 2",2015,Embarcadero Street at Washington Street,,Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,EkFXYXNoaW5ndG9uIFN0cmVldCAmIFRoZSBFbWJhcmNhZGVybywgU2FuIEZyYW5jaXNjbywgQ0EgOTQxMTEsIFVTQSJmImQKFAoSCaV24y1ngIWAERQgIitHvyx1EhQKEgmlduMtZ4CFgBEUICIrR78sdRoUChIJRyOz4uyAhYARP_dop4z3zJEaFAoSCb_XfJmKgIWAEZILwTH3e491IgoNM1GHFhWD6Qu3
"Murder in the First, Season 2",2015,Treasure Island,,Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,ChIJCWr8ITOAhYAR3oQ9G7Vgt9o
"Murder in the First, Season 2",2015,Pier 50,,Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,ChIJc9M_P9t_j4ARHcs5bidDeUw
"Murder in the First, Season 2",2015,435 Broadway,,Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,ChIJt2iU_vSAhYARANGb__ehSXw,ChIJu6CpUKR3j4ARiMynFGPNgDY,EiQ0MzUgQnJvYWR3YXksIE9ha2xhbmQsIENBIDk0NjA3LCBVU0EiGxIZChQKEglfZlzdt4CPgBHlTQMUTl4JmhCzAw
"Murder in the First, Season 2",2015,Columbus Avenue between Washington and Bay Streets,,Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale
"Murder in the First, Season 2",2015,Grant Avenue between Clay and Washington Streets,,Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale
"Murder in the First, Season 2",2015,1400 16th Street,,Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,ChIJI-AbNc1_j4ARZKjBX5nxAdE,EiQxNDAwIDE2dGggU3QsIE9ha2xhbmQsIENBIDk0NjA3LCBVU0EiGxIZChQKEgk94taJIH6FgBETneO2iE-iaRD4Cg
"Murder in the First, Season 2",2015,Pennsylvania Avenue at 19th Street,,Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,EjhQZW5uc3lsdmFuaWEgQXZlICYgMTl0aCBTdCwgU2FuIEZyYW5jaXNjbywgQ0EgOTQxMDcsIFVTQSJmImQKFAoSCWfZUNDJf4-AEd8Lok7X6CzEEhQKEgln2VDQyX-PgBHfC6JO1-gsxBoUChIJ6Wd2ILd_j4AR5_l9cSo1d8kaFAoSCb2kpLA7fo-AERP5M_tJ_yk9IgoN9fGBFhV8Owy3
"Murder in the First, Season 2",2015,Harriet Street between Bryant and Brannan Streets,,Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,ChIJMX_9Jit-j4ARe0dGEqKZaAQ
"Murder in the First, Season 2",2015,Boardman Place between Bryant and Brannan Streets,,Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale
"Murder in the First, Season 3",2016,Golden Gate Park,,Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,ChIJY_dFYHKHhYARMKc772iLvnE
"Murder in the First, Season 3",2016,Civic Center Plaza,,Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,ChIJE_PHY3yAhYAR5uBdYH1Racs,ChIJYTKuRpuAhYAR8O67wA_IE9s,ChIJ60hDVZeAhYAReuCqOWYsr_k,ChIJmShnERR4hYARpnUmVZ0ayqk,ChIJk0BNgYKChYAR07s__gj4Mkk,ChIJ0ZGSjWx8j4AR6W4bMoB0eQM,ChIJebrLQ5mAhYARCQtAdRYCUas,ChIJBc-bbJyAhYARbdOj4bVIV_w,ChIJHTSdyBF4hYARHpDlo85lLlc,ChIJr8iYL5qAhYARW-hn_K2_7_Y,ChIJCw9FPxB4hYARkJNvVRzN_mw,ChIJLWhBOxB4hYARt1NcIReuTe8,ChIJsd_FwJuAhYARSb-P1RjALIw,ChIJj16qNxB4hYARWoWHWePRehw,ChIJy-dwRxB4hYARmr5sIXGCpjE,ChIJoYqVC5yAhYAR5hqLKuINkpE,ChIJZZpLMhB4hYAR-IMsVWEpcxI,ChIJG_Joh5uAhYARse_xzIRGIUY,ChIJh-LfQBB4hYARpKrzgGowq10,ChIJmUnJRKCChYARZhlh_GXQW54
"Murder in the First, Season 3",2016,500 Grove Street,,Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,ChIJoV6XeVydhYARngR0Wxd8nDE,ChIJLWxXiaKAhYARqjXxRDWFIgY
"Murder in the First, Season 3",2016,600 Octavia Street,,Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,ChIJFa09hqKAhYARSO-ype6eETE
"Murder in the First, Season 3",2016,535 Octavia Street,,Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,ChIJaVZjY6KAhYARQ0PiHlA6jE0
"Murder in the First, Season 3",2016,Patricia's Green,,Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,ChIJ2XVVCaKAhYARg4v2LEG2hbw
"Murder in the First, Season 3",2016,Ivy Street between Laguna and Gough Streets,,Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale
"Murder in the First, Season 3",2016,Linden Alley between Octavia and Gough Streets,,Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale
"Murder in the First, Season 3",2016,Hall of Justice (850 Bryant Street),,Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,ChIJvfsRRCp-j4ARgKswsubZskc
"Murder in the First, Season 3",2016,Harriet Alley,,Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale
"Murder in the First, Season 3",2016,Howard Street at Steuart Street,,Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,EjRIb3dhcmQgU3QgJiBTdGV1YXJ0IFN0LCBTYW4gRnJhbmNpc2NvLCBDQSA5NDEwNSwgVVNBImYiZAoUChIJUehwDWWAhYARUVkfQatGdgESFAoSCVHocA1lgIWAEVFZH0GrRnYBGhQKEgmN2LMqgYCFgBG7iLKbX-HSlBoUChIJH9PKrmWAhYARQunXYAKhXG0iCg0imoYWFXCDDLc
"Murder in the First, Season 3",2016,Red's Java House (Pier 30),,Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,ChIJRdtRynaAhYARagrKDgRYYHM
"Murder in the First, Season 3",2016,887 De Haro Street,,Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,ChIJ6Rd4V7V_j4ARAu44UEvg5IA
"Murder in the First, Season 3",2016,Pier 96,,Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,ChIJH9v8b3F_j4AR5hd5ZOzsml4,ChIJdW-8yXF_j4AR3m3w2kOw9hU
"Murder in the First, Season 3",2016,2633 Vallejo Street,,Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,Ei0yNjMzIFZhbGxlam8gU3QsIFNhbiBGcmFuY2lzY28sIENBIDk0MTIzLCBVU0EiGxIZChQKEgkFJmb70YCFgBE_g1XNCW1JthDJFA
Need For Speed,2014,Embarcadero from Broadway to Folsom,,"Need For Speed Productions, LLC",Walt Disney Studios Motion Pictures,Scott Waugh,George Gatins,Aaron Paul,Dominic Cooper,Imogen Poots,ChIJ--9p_m-AhYAR7N29m426mCc
Need For Speed,2014,California St from Taylor to Powell,,"Need For Speed Productions, LLC",Walt Disney Studios Motion Pictures,Scott Waugh,George Gatins,Aaron Paul,Dominic Cooper,Imogen Poots,ChIJa5LnYo2AhYARPBZ16lnIB38,ChIJn84Tto-AhYARYPUQDjpAuzA,ChIJkwNp-IyAhYARhQRzkThPdT8
Need For Speed,2014,Mason St from Pine to Sacramento,,"Need For Speed Productions, LLC",Walt Disney Studios Motion Pictures,Scott Waugh,George Gatins,Aaron Paul,Dominic Cooper,Imogen Poots
Need For Speed,2014,Powell St. from Geary to Sacramento,,"Need For Speed Productions, LLC",Walt Disney Studios Motion Pictures,Scott Waugh,George Gatins,Aaron Paul,Dominic Cooper,Imogen Poots
Never Die Twice,2001,"Postcard Row (Alamo Square, Hayes Valley)",The 6 Victorian homes across from Alamo Square Park are among the few Victorians to survive the Great Fire.,Scott / Kelly Films,,Sean A.F. Scott,Sean A.F. Scott & Nancy L. Kelly,Claudia Christian,,,ChIJuX92JKWAhYARxVmeb8DQIYQ
Night of Henna,2005,,,Zee Films,Illuminare Entertainment,Hassan Zee,Hassan Zee,Joyce Carlin,Nancy Carlin,,None
Nina Takes a Lover,1994,,,Alan Jacobs Productions,Columbia TriStar Home Video,Alan Jacobs,Alan Jacobs,Laura San Giacomo,Paul Rhys,,None
Nine Months,1995,The Malloch Apartment Building (1360 Montgomery Street),,1492 Pictures,Twentieth Century Fox Film Corp.,Chris Columbus,Chris Columbus,Hugh Grant,Julianne Moore,Robin Williams,ChIJYXPwX_aAhYARuf28IQRzHP4
Nine Months,1995,Wasteland Store (1600 Haight Street),,1492 Pictures,Twentieth Century Fox Film Corp.,Chris Columbus,Chris Columbus,Hugh Grant,Julianne Moore,Robin Williams,ChIJH3VvqlOHhYAR5KfPIpI6wM8
Nine Months,1995,Star's Café (55 Golden Gate Avenue at Van Ness),,1492 Pictures,Twentieth Century Fox Film Corp.,Chris Columbus,Chris Columbus,Hugh Grant,Julianne Moore,Robin Williams,ChIJVVnYkpqAhYARqPDjwGgYT3w,ChIJ3UTZGJqAhYARhmNKQItrhvU
Nine Months,1995,"St. Peter & Paul's Church (666 Filbert Street, Washington Square)","Though Marilyn Monroe and Joe DiMaggio were not allowed to be married at the Church (DiMaggio had married his first wife at the Church but was divorced), the couple returned to the steps of the Church for photos, following their City Hall nuptials.",1492 Pictures,Twentieth Century Fox Film Corp.,Chris Columbus,Chris Columbus,Hugh Grant,Julianne Moore,Robin Williams,ChIJR72bU_CAhYAR7Kzo-OE5GyQ
Nine Months,1995,"San Francisco General Hospital Medical Center (1001 Potrero Avenue, Potrero Hill)",SF General Hospital is the only Level I Trauma Center serving San Francisco and northern San Mateo County. ,1492 Pictures,Twentieth Century Fox Film Corp.,Chris Columbus,Chris Columbus,Hugh Grant,Julianne Moore,Robin Williams,ChIJXQmeRkp-j4ARW620O2uqQos,ChIJ0dIxYUp-j4AR38R4fbBJiGo,ChIJ0dIxYUp-j4ARRdG_SacDR9A,ChIJVdNSvUt-j4AR49kPl-PeH90,ChIJx6fq5DV-j4ARm30yU_N7q5Q,ChIJ0dIxYUp-j4ARWHj-Z9ZYc0A,ChIJ0dIxYUp-j4ARK16rKinTx_o,ChIJ0dIxYUp-j4ARgmcR4YFymgU,ChIJ0dIxYUp-j4ARKzWBlqQaI3M,ChIJ0dIxYUp-j4ARo7dDQS6DObg,ChIJ0dIxYUp-j4ARZ9NO06aGK1M,ChIJX8IE9zV-j4ARmnakHxzAzjY,ChIJx6fq5DV-j4ARrC803B97c3I
Nine Months,1995,Pierce Street between Pacific & Green Streets,,1492 Pictures,Twentieth Century Fox Film Corp.,Chris Columbus,Chris Columbus,Hugh Grant,Julianne Moore,Robin Williams
Nine Months,1995,Montgomery & Vallejo Streets,,1492 Pictures,Twentieth Century Fox Film Corp.,Chris Columbus,Chris Columbus,Hugh Grant,Julianne Moore,Robin Williams,EjhNb250Z29tZXJ5IFN0ICYgVmFsbGVqbyBTdCwgU2FuIEZyYW5jaXNjbywgQ0EgOTQxMzMsIFVTQSJmImQKFAoSCau1frT1gIWAETiLqXeRd7SpEhQKEgmrtX609YCFgBE4i6l3kXe0qRoUChIJG1NWGfWAhYAR9QnBm5uezPIaFAoSCUVmKLzcgIWAEX_cJ359t1YNIgoNPLKHFhUdnwq3
Nine Months,1995,Marathon Plaza (303 2nd Street),,1492 Pictures,Twentieth Century Fox Film Corp.,Chris Columbus,Chris Columbus,Hugh Grant,Julianne Moore,Robin Williams,ChIJg9dyCnyAhYARWltNAyFiLnM
Nine Months,1995,Jones Street at Bush,,1492 Pictures,Twentieth Century Fox Film Corp.,Chris Columbus,Chris Columbus,Hugh Grant,Julianne Moore,Robin Williams,EjBCdXNoIFN0ICYgSm9uZXMgU3QsIFNhbiBGcmFuY2lzY28sIENBIDk0MTA5LCBVU0EiZiJkChQKEglHFEFskoCFgBHNxdEfwBOMBRIUChIJRxRBbJKAhYARzcXRH8ATjAUaFAoSCdkzPnKVgIWAET8W_MlOf3VBGhQKEgkbBxAO7YCFgBGWkzRc7hmEJCIKDeQ5hhYV2SQJtw
Nine Months,1995,Jack Kerouac Alley between Columbus & Grant Streets,,1492 Pictures,Twentieth Century Fox Film Corp.,Chris Columbus,Chris Columbus,Hugh Grant,Julianne Moore,Robin Williams
Nine Months,1995,Chrissy Field,Chrissy Field was originally an airfield for the Presidio Army Base. ,1492 Pictures,Twentieth Century Fox Film Corp.,Chris Columbus,Chris Columbus,Hugh Grant,Julianne Moore,Robin Williams,ChIJVbMlhdyGhYARADaqASKRFVs
Nine Months,1995,Belli Building (722 Montgomery Street at Washington),,1492 Pictures,Twentieth Century Fox Film Corp.,Chris Columbus,Chris Columbus,Hugh Grant,Julianne Moore,Robin Williams
Nine Months,1995,Alamo Square,,1492 Pictures,Twentieth Century Fox Film Corp.,Chris Columbus,Chris Columbus,Hugh Grant,Julianne Moore,Robin Williams,ChIJudgZRaWAhYARSP5xZKXpvV8
Nine Months,1995,60 Spear Street,,1492 Pictures,Twentieth Century Fox Film Corp.,Chris Columbus,Chris Columbus,Hugh Grant,Julianne Moore,Robin Williams,ChIJz9RhaWSAhYAR_362B6ecteU
Nine Months,1995,"101 Henry Adams Place, 4th Floor",,1492 Pictures,Twentieth Century Fox Film Corp.,Chris Columbus,Chris Columbus,Hugh Grant,Julianne Moore,Robin Williams,EjoxMDEgSGVucnkgQWRhbXMgU3QgNHRoIEZsb29yLCBTYW4gRnJhbmNpc2NvLCBDQSA5NDEwMywgVVNBIiUaIwoWChQKEgkjc4JvLX6PgBEdTVRg31jn-RIJNHRoIEZsb29y
Nine to Five,1980,Albert S. Samuels Clock (856 Market Street between Powell and Stockton),,Twentieth Century Fox Film Corporation,Twentieth Century Fox Film Corporation,Colin Higgins,Colin Higgins,Jane Fonda,Lily Tomlin,Dolly Parton
Nora Prentiss,1947,Belgravia Apartments (795 Sutter Street at Jones),,Warner Bros. Pictures,Warner Bros. Pictures,Vincent Sherman,N. Richard Nash,Ann Sheridan,Kent Smith,Bruce Bennett,ChIJYXp3A5KAhYARtX7irgVGtbk
On the Beach,1959,,,Stanley Kramer Productions,United Artists,Stanley Kramer,John Paxton,Gregory Peck,Ava Gardner,Fred Astaire,None
On the Road,2012,Bay Bridge,,SPAD Films,IFC Films & Sundance Selects,Walter Salles,Jack Kerouac & Jose Rivera,Garrett Hedlund,Viggo Mortenson,,ChIJ8yqBQBOAhYARU-WeAqu8_K4
On the Road,2012,Sacramento & Montgomery Streets,,SPAD Films,IFC Films & Sundance Selects,Walter Salles,Jack Kerouac & Jose Rivera,Garrett Hedlund,Viggo Mortenson,,EjtNb250Z29tZXJ5IFN0ICYgU2FjcmFtZW50byBTdCwgU2FuIEZyYW5jaXNjbywgQ0EgOTQxMTEsIFVTQSKgASKdAQoUChIJ-R2RX4qAhYARuY7ODVL7M8USFAoSCfkdkV-KgIWAEbmOzg1S-zPFGk0KSwkbU1YZ9YCFgBH1CcGbm57M8ho3CxDThbhCGi4qLAoUChIJG1NWGfWAhYAR9QnBm5uezPISFAoSCZvlSvjAgIWAEZ-ViVS5vwF9DBoUChIJm-VK-MCAhYARn5WJVLm_AX0iCg1F4IYWFaPJCrc
On the Road,2012,2017 23rd Street,,SPAD Films,IFC Films & Sundance Selects,Walter Salles,Jack Kerouac & Jose Rivera,Garrett Hedlund,Viggo Mortenson,,ChIJPz_xobR_j4AR9bVS7OiXeZA,EiYyMDE3IDIzcmQgU3QsIFNhbiBQYWJsbywgQ0EgOTQ4MDYsIFVTQSIbEhkKFAoSCdX0wcDld4WAEa-NnYt8Y5DOEOEP,EiYyMDE3IEUgMjNyZCBTdCwgT2FrbGFuZCwgQ0EgOTQ2MDYsIFVTQSIbEhkKFAoSCTlogg4dh4-AEWapvnLaoyBSEOEP
On the Road,2012,Filbert & Leavenworth Streets,,SPAD Films,IFC Films & Sundance Selects,Walter Salles,Jack Kerouac & Jose Rivera,Garrett Hedlund,Viggo Mortenson,,EjlGaWxiZXJ0IFN0ICYgTGVhdmVud29ydGggU3QsIFNhbiBGcmFuY2lzY28sIENBIDk0MTA5LCBVU0EiZiJkChQKEgnjYN1F74CFgBEsOF9Taq8WqBIUChIJ42DdRe-AhYARLDhfU2qvFqgaFAoSCV9b8E7dgIWAEXO3hd4VMD6zGhQKEgk9NkxY7ICFgBEdts9KQ7zUOCIKDR_ghxYVLY0Itw
